analysis_set,template,contrast_kind,baseline_condition,candidate_condition,n,semantic_rescued,semantic_harmed,semantic_unchanged_correct,semantic_unchanged_incorrect,baseline_semantic_failures,conditional_semantic_rescue_fraction,conditional_semantic_rescue_ci95_low,conditional_semantic_rescue_ci95_high,semantic_mcnemar_exact_p,exact_rescued,exact_harmed,exact_unchanged_correct,exact_unchanged_incorrect,baseline_exact_failures,conditional_exact_rescue_fraction,conditional_exact_rescue_ci95_low,conditional_exact_rescue_ci95_high,exact_mcnemar_exact_p,mean_paired_expected_log_probability_change,paired_expected_log_probability_change_ci95_low,paired_expected_log_probability_change_ci95_high,mean_paired_logit_margin_change,paired_logit_margin_change_ci95_low,paired_logit_margin_change_ci95_high,prespecified_primary,prespecified_late_control_comparison,semantic_holm_adjusted_p,exact_holm_adjusted_p
all_100,person_in_list,versus_full_bottleneck,full_intermediate_bottleneck,late_negative_30_32,100,1,0,49,50,51,0.0196078431372549,0.0034696926410608536,0.10304568726144975,1.0,1,0,49,50,51,0.0196078431372549,0.0034696926410608536,0.10304568726144975,1.0,0.04631168395280838,0.03306308807010437,0.05956027983551239,0.0775,0.04956766610761339,0.10543233389238661,False,False,1.0,1.0
all_100,person_in_list,versus_late_negative,late_negative_30_32,early_5_7,100,4,2,48,46,50,0.08,0.03154951408859298,0.18838246918342838,0.6875,4,2,48,46,50,0.08,0.03154951408859298,0.18838246918342838,0.6875,0.16529205396771432,0.1418938133140385,0.18869029462139014,0.35375,0.3012176477870468,0.4062823522129532,False,True,0.6875,0.6875
all_100,person_in_list,versus_late_negative,late_negative_30_32,middle_12_14,100,9,0,50,41,50,0.18,0.09770192670234178,0.30796053674300783,0.00390625,9,0,50,41,50,0.18,0.09770192670234178,0.30796053674300783,0.00390625,0.20365679800510406,0.1719263667830998,0.2353872292271083,0.54625,0.48573633222389007,0.60676366777611,False,True,0.01171875,0.01171875
all_100,person_in_list,versus_late_negative,late_negative_30_32,later_middle_19_21,100,7,1,49,43,50,0.14,0.06950833427016294,0.2618619371058554,0.0703125,7,1,49,43,50,0.14,0.06950833427016294,0.2618619371058554,0.0703125,0.4101962456852198,0.36472563035152544,0.4556668610189141,1.14875,1.0636524190123922,1.2338475809876077,False,True,0.140625,0.140625
all_100,person_in_list,versus_late_negative,late_negative_30_32,sparse_union,100,21,0,50,29,50,0.42,0.2937500335471198,0.5576655823142176,9.5367431640625e-07,21,0,50,29,50,0.42,0.2937500335471198,0.5576655823142176,9.5367431640625e-07,0.6600137625262141,0.57553938083106,0.7444881442213682,2.2125,2.070368592751801,2.3546314072481986,False,True,3.814697265625e-06,3.814697265625e-06
all_100,friend,versus_full_bottleneck,full_intermediate_bottleneck,early_5_7,100,36,0,17,47,83,0.43373493975903615,0.3323916544628671,0.5409407359716114,2.9103830456733704e-11,36,0,17,47,83,0.43373493975903615,0.3323916544628671,0.5409407359716114,2.9103830456733704e-11,1.3469690792262554,1.0932736441667008,1.60066451428581,1.1775,0.8791130580321804,1.4758869419678196,True,False,,
all_100,friend,versus_full_bottleneck,full_intermediate_bottleneck,middle_12_14,100,28,0,17,55,83,0.3373493975903614,0.24484304754652997,0.44424554715628084,7.450580596923828e-09,28,0,17,55,83,0.3373493975903614,0.24484304754652997,0.44424554715628084,7.450580596923828e-09,0.975346979945898,0.8151241655047234,1.1355697943870726,1.04125,0.8790839102328263,1.2034160897671737,False,False,2.2351741790771484e-08,2.2351741790771484e-08
all_100,friend,versus_full_bottleneck,full_intermediate_bottleneck,later_middle_19_21,100,8,0,17,75,83,0.0963855421686747,0.04965274035892192,0.17882636501471963,0.0078125,8,0,17,75,83,0.0963855421686747,0.04965274035892192,0.17882636501471963,0.0078125,0.2988515090942383,0.25369742953294677,0.3440055886555298,0.335,0.274054029603037,0.39594597039696305,False,False,0.015625,0.015625
all_100,friend,versus_full_bottleneck,full_intermediate_bottleneck,sparse_union,100,37,0,17,46,83,0.4457831325301205,0.343613029268308,0.552749835632629,1.4551915228366852e-11,37,0,17,46,83,0.4457831325301205,0.343613029268308,0.552749835632629,1.4551915228366852e-11,1.741928521692753,1.466162778592527,2.0176942647929788,1.94125,1.597999514899893,2.284500485100107,True,False,,
all_100,friend,versus_full_bottleneck,full_intermediate_bottleneck,late_negative_30_32,100,4,0,17,79,83,0.04819277108433735,0.01889861550329229,0.1174585920045154,0.125,4,0,17,79,83,0.04819277108433735,0.01889861550329229,0.1174585920045154,0.125,0.08654893279075622,0.06578676599349143,0.10731109958802101,0.09,0.06069965503206626,0.11930034496793374,False,False,0.125,0.125
all_100,friend,versus_late_negative,late_negative_30_32,early_5_7,100,32,0,21,47,79,0.4050632911392405,0.3036627826338571,0.5152684600852422,4.656612873077393e-10,32,0,21,47,79,0.4050632911392405,0.3036627826338571,0.5152684600852422,4.656612873077393e-10,1.2604201464354992,1.0158339303368595,1.5050063625341388,1.0875,0.7981350279049837,1.3768649720950161,False,True,1.3969838619232178e-09,1.3969838619232178e-09
all_100,friend,versus_late_negative,late_negative_30_32,middle_12_14,100,24,0,21,55,79,0.3037974683544304,0.21344462783876017,0.4123466071140449,1.1920928955078125e-07,24,0,21,55,79,0.3037974683544304,0.21344462783876017,0.4123466071140449,1.1920928955078125e-07,0.8887980471551419,0.7364847676791695,1.0411113266311143,0.95125,0.7956608384266002,1.1068391615734,False,True,2.384185791015625e-07,2.384185791015625e-07
all_100,friend,versus_late_negative,late_negative_30_32,later_middle_19_21,100,5,1,20,74,79,0.06329113924050633,0.027334864880068373,0.13974885162778813,0.21875,5,1,20,74,79,0.06329113924050633,0.027334864880068373,0.13974885162778813,0.21875,0.21230257630348207,0.17121090829549754,0.2533942443114666,0.245,0.18783787294536236,0.30216212705463763,False,True,0.21875,0.21875
all_100,friend,versus_late_negative,late_negative_30_32,sparse_union,100,33,0,21,46,79,0.4177215189873418,0.315266281401218,0.527807462288668,2.3283064365386963e-10,33,0,21,46,79,0.4177215189873418,0.315266281401218,0.527807462288668,2.3283064365386963e-10,1.6553795889019967,1.3887840965011389,1.9219750813028544,1.85125,1.517858088346773,2.184641911653227,False,True,9.313225746154785e-10,9.313225746154785e-10
all_100,visitor_register,versus_full_bottleneck,full_intermediate_bottleneck,early_5_7,100,2,1,58,39,41,0.04878048780487805,0.013480945365169042,0.16138978870370846,1.0,2,1,56,41,43,0.046511627906976744,0.012849260094380227,0.15455498004063967,1.0,0.05207311294972897,0.04084419102979578,0.06330203486966215,0.1675,0.12620425774325703,0.208795742256743,False,False,1.0,1.0
all_100,visitor_register,versus_full_bottleneck,full_intermediate_bottleneck,middle_12_14,100,3,2,57,38,41,0.07317073170731707,0.02519783063390993,0.19427448537719041,1.0,3,2,55,40,43,0.06976744186046512,0.024011589577214484,0.18608986901241975,1.0,0.05495854593813419,0.04515218028094049,0.06476491159532789,0.2125,0.1766353378560908,0.24836466214390918,False,False,1.0,1.0
all_100,visitor_register,versus_full_bottleneck,full_intermediate_bottleneck,later_middle_19_21,100,2,1,58,39,41,0.04878048780487805,0.013480945365169042,0.16138978870370846,1.0,2,1,56,41,43,0.046511627906976744,0.012849260094380227,0.15455498004063967,1.0,0.0973323291912675,0.08302655265263771,0.11163810572989728,0.395,0.35875274305944527,0.43124725694055477,False,False,1.0,1.0
all_100,visitor_register,versus_full_bottleneck,full_intermediate_bottleneck,sparse_union,100,4,3,56,37,41,0.0975609756097561,0.03859708489808934,0.22547681305523387,1.0,4,3,54,39,43,0.09302325581395349,0.03677164063171276,0.21602703641253587,1.0,0.1703592811897397,0.14480781969075446,0.19591074268872494,0.71125,0.6530349658433046,0.7694650341566955,True,False,,
all_100,visitor_register,versus_full_bottleneck,full_intermediate_bottleneck,late_negative_30_32,100,3,3,56,38,41,0.07317073170731707,0.02519783063390993,0.19427448537719041,1.0,3,3,54,40,43,0.06976744186046512,0.024011589577214484,0.18608986901241975,1.0,0.01581119365990162,0.009032434202096356,0.022589953117706885,0.035,0.010811173681497133,0.05918882631850288,False,False,1.0,1.0
all_100,visitor_register,versus_late_negative,late_negative_30_32,early_5_7,100,2,1,58,39,41,0.04878048780487805,0.013480945365169042,0.16138978870370846,1.0,2,1,56,41,43,0.046511627906976744,0.012849260094380227,0.15455498004063967,1.0,0.036261919289827346,0.026526326656695104,0.04599751192295959,0.1325,0.09391120415351134,0.17108879584648867,False,True,1.0,1.0
all_100,visitor_register,versus_late_negative,late_negative_30_32,middle_12_14,100,2,1,58,39,41,0.04878048780487805,0.013480945365169042,0.16138978870370846,1.0,2,1,56,41,43,0.046511627906976744,0.012849260094380227,0.15455498004063967,1.0,0.03914735227823257,0.029006102516185184,0.04928860204027996,0.1775,0.13546453809050524,0.21953546190949474,False,True,1.0,1.0
all_100,visitor_register,versus_late_negative,late_negative_30_32,later_middle_19_21,100,2,1,58,39,41,0.04878048780487805,0.013480945365169042,0.16138978870370846,1.0,2,1,56,41,43,0.046511627906976744,0.012849260094380227,0.15455498004063967,1.0,0.08152113553136588,0.06930301315910696,0.09373925790362479,0.36,0.3213372021424475,0.3986627978575525,False,True,1.0,1.0
all_100,visitor_register,versus_late_negative,late_negative_30_32,sparse_union,100,3,2,57,38,41,0.07317073170731707,0.02519783063390993,0.19427448537719041,1.0,3,2,55,40,43,0.06976744186046512,0.024011589577214484,0.18608986901241975,1.0,0.1545480875298381,0.13146403378309646,0.17763214127657972,0.67625,0.6188519236832174,0.7336480763167826,False,True,1.0,1.0
all_100,dialogue,versus_full_bottleneck,full_intermediate_bottleneck,early_5_7,100,6,0,29,65,71,0.08450704225352113,0.03930650771071112,0.1723603821430428,0.03125,0,0,0,100,100,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.270156190097332,0.24560810769120062,0.29470427250346337,0.30375,0.2655764759303631,0.34192352406963694,False,False,0.09375,1.0
all_100,dialogue,versus_full_bottleneck,full_intermediate_bottleneck,middle_12_14,100,6,0,29,65,71,0.08450704225352113,0.03930650771071112,0.1723603821430428,0.03125,0,0,0,100,100,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.2235207164287567,0.19043110904933308,0.25661032380818033,0.255,0.20918189686421634,0.30081810313578367,False,False,0.09375,1.0
all_100,dialogue,versus_full_bottleneck,full_intermediate_bottleneck,later_middle_19_21,100,11,2,27,60,71,0.15492957746478872,0.08877304270169767,0.25650962853277587,0.0224609375,0,0,0,100,100,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.48287924855947495,0.43974123761481393,0.526017259504136,0.6475,0.5857940880642469,0.709205911935753,False,False,0.08984375,1.0
all_100,dialogue,versus_full_bottleneck,full_intermediate_bottleneck,sparse_union,100,28,2,27,43,71,0.39436619718309857,0.288934012922929,0.5106423150059914,8.67992639541626e-07,0,0,0,100,100,0.0,3.469446951953614e-18,0.03699349820698568,1.0,1.1175407650321723,1.0437805075851483,1.1913010224791962,1.67125,1.567348879531194,1.7751511204688057,True,False,,
all_100,dialogue,versus_full_bottleneck,full_intermediate_bottleneck,late_negative_30_32,100,2,0,29,69,71,0.028169014084507043,0.007759263582683522,0.0970150011664947,0.5,0,0,0,100,100,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.040021126866340635,0.028040103908268433,0.05200214982441284,0.065,0.04685923658359572,0.08314076341640428,False,False,0.5,1.0
all_100,dialogue,versus_late_negative,late_negative_30_32,early_5_7,100,5,1,30,64,69,0.07246376811594203,0.03134777142998149,0.1586739420939903,0.21875,0,0,0,100,100,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.23013506323099137,0.20537316871736322,0.2548969577446195,0.23875,0.1996373919922576,0.2778626080077424,False,True,0.25,1.0
