analysis_set,template,condition,layer,mean_final_token_entity_attention,mean_final_token_entity_contribution_norm
all_100,friend,sparse_union,26,0.052443802654743195,22.235050134658813
all_100,friend,sparse_union,27,0.04244365147314966,14.863282175064088
all_100,friend,sparse_union,28,0.07717788863927126,40.58473585128784
all_100,friend,sparse_union,29,0.09305326741188764,59.68241500854492
all_100,friend,sparse_union,30,0.039374653967097405,48.12039275169373
all_100,friend,sparse_union,31,0.11897282719612122,112.39800102233886
all_100,friend,sparse_union,32,0.05446377951651812,101.683740234375
all_100,friend,sparse_union,33,0.09579326380044222,123.59914833068848
all_100,friend,sparse_union,34,0.054020372405648234,111.19706539154053
all_100,friend,sparse_union,35,0.014021396127063782,9.1850133395195
all_100,friend,late_negative_30_32,0,0.008541423699352891,0.11577957864850759
all_100,friend,late_negative_30_32,1,0.009061214318498968,0.12090964786708355
all_100,friend,late_negative_30_32,2,0.016158124674111606,0.3078444253653288
all_100,friend,late_negative_30_32,3,0.01342480253893882,0.6201462979614735
all_100,friend,late_negative_30_32,4,0.01375917031429708,0.40869658201932907
all_100,friend,late_negative_30_32,5,0.004756466455291957,0.21890363968908788
all_100,friend,late_negative_30_32,6,0.010276120505295694,0.3494261041283607
all_100,friend,late_negative_30_32,7,0.0016853565780911594,0.10061124835163354
all_100,friend,late_negative_30_32,8,0.0027732022781856358,0.23162904381752014
all_100,friend,late_negative_30_32,9,0.0035852270806208254,0.2675812809914351
all_100,friend,late_negative_30_32,10,0.004537225298117846,0.45171359211206435
all_100,friend,late_negative_30_32,11,0.0022972446942003443,0.11236320320516825
all_100,friend,late_negative_30_32,12,0.0025749682408059017,0.1786135024577379
all_100,friend,late_negative_30_32,13,0.0035034369234927,0.16518354900181292
all_100,friend,late_negative_30_32,14,0.005133896304760128,0.28432048209011557
all_100,friend,late_negative_30_32,15,0.0034666599868796765,0.17366616409271957
all_100,friend,late_negative_30_32,16,0.0037275556544773283,0.2066850581765175
all_100,friend,late_negative_30_32,17,0.009192592856707052,0.4996479246765375
all_100,friend,late_negative_30_32,18,0.015683937133289874,0.9418352296948433
all_100,friend,late_negative_30_32,19,0.013554611790459603,1.0401387733221055
all_100,friend,late_negative_30_32,20,0.030341298263520004,1.9955282044410705
all_100,friend,late_negative_30_32,21,0.07585248776245862,8.789514807462693
all_100,friend,late_negative_30_32,22,0.02884868800174445,3.933628251552582
all_100,friend,late_negative_30_32,23,0.06728046800009907,12.667622654438018
all_100,friend,late_negative_30_32,24,0.09887017169967294,28.912554688453675
all_100,friend,late_negative_30_32,25,0.03119072161614895,11.158920123577118
all_100,friend,late_negative_30_32,26,0.0703499190043658,42.45119322299957
all_100,friend,late_negative_30_32,27,0.040170565135777,18.13631405353546
all_100,friend,late_negative_30_32,28,0.04579370193183422,18.211469688415526
all_100,friend,late_negative_30_32,29,0.06893915146589279,49.45036010742187
all_100,friend,late_negative_30_32,30,0.024153859112411736,25.997128217220308
all_100,friend,late_negative_30_32,31,0.05307853978127241,49.63370164871216
all_100,friend,late_negative_30_32,32,0.026025428241118788,39.10494941234589
all_100,friend,late_negative_30_32,33,0.049345145281404254,64.88493087768555
all_100,friend,late_negative_30_32,34,0.029877482317388057,58.490222969055175
all_100,friend,late_negative_30_32,35,0.016506617616396397,10.171724576950073
all_100,visitor_register,clean,0,0.010270307119935752,0.130164644010365
all_100,visitor_register,clean,1,0.00498415547888726,0.07087829623371363
all_100,visitor_register,clean,2,0.008230369063094259,0.10826384376734495
all_100,visitor_register,clean,3,0.0130919931223616,0.6504516977071763
all_100,visitor_register,clean,4,0.004371815023478121,0.15302291188389064
all_100,visitor_register,clean,5,0.002373102643759921,0.10408068072050809
all_100,visitor_register,clean,6,0.003472952146548778,0.11680196601897479
all_100,visitor_register,clean,7,0.0009412086979136802,0.07106234634295105
all_100,visitor_register,clean,8,0.0016003110841847955,0.1342015616968274
all_100,visitor_register,clean,9,0.002902412381954491,0.35708304807543756
all_100,visitor_register,clean,10,0.003556802741950378,0.45283873066306113
all_100,visitor_register,clean,11,0.0013110218578367494,0.08551401134580373
all_100,visitor_register,clean,12,0.000982160092680715,0.0943584513477981
all_100,visitor_register,clean,13,0.0016059662424959243,0.09048825971782208
all_100,visitor_register,clean,14,0.0027327324647922068,0.16635324485599995
all_100,visitor_register,clean,15,0.0016319628281053155,0.10702707622200251
all_100,visitor_register,clean,16,0.0028824588272254913,0.21843708485364913
all_100,visitor_register,clean,17,0.008692010552622378,0.5305964525043965
all_100,visitor_register,clean,18,0.011191972193773835,0.959567759335041
all_100,visitor_register,clean,19,0.013244445347227156,1.1336900812387467
all_100,visitor_register,clean,20,0.04896623220294714,4.639159259796142
all_100,visitor_register,clean,21,0.16783781796693803,17.897333087921144
all_100,visitor_register,clean,22,0.044234895315021276,5.126771054267883
all_100,visitor_register,clean,23,0.12237931564450263,24.446090564727783
all_100,visitor_register,clean,24,0.13884538367390634,37.33919546127319
all_100,visitor_register,clean,25,0.042961881728842854,23.794339065551757
all_100,visitor_register,clean,26,0.07817351307719946,24.18403118133545
all_100,visitor_register,clean,27,0.06163150332868099,22.393157682418824
all_100,visitor_register,clean,28,0.08743849255144596,44.808035945892335
all_100,visitor_register,clean,29,0.10010854121297598,66.4475490951538
all_100,visitor_register,clean,30,0.05301438426598906,49.071290168762204
all_100,visitor_register,clean,31,0.09560321174561977,93.85668144226074
all_100,visitor_register,clean,32,0.05355249830521643,107.20460323333741
all_100,visitor_register,clean,33,0.09381848756223916,130.69878276824952
all_100,visitor_register,clean,34,0.06066582873463631,112.54222049713135
all_100,visitor_register,clean,35,0.019677888872101902,11.783597145080567
all_100,visitor_register,full_intermediate_bottleneck,0,0.010270307119935752,0.130164644010365
all_100,visitor_register,full_intermediate_bottleneck,1,0.005019011662807315,0.07165670569986105
all_100,visitor_register,full_intermediate_bottleneck,2,0.008271712332498283,0.10717788860201835
all_100,visitor_register,full_intermediate_bottleneck,3,0.013904809388332069,0.7034860555827618
all_100,visitor_register,full_intermediate_bottleneck,4,0.004857977621722967,0.1673512414842844
all_100,visitor_register,full_intermediate_bottleneck,5,0.0026153184601571413,0.11893072713166475
all_100,visitor_register,full_intermediate_bottleneck,6,0.0034782295674085618,0.11462180081754923
all_100,visitor_register,full_intermediate_bottleneck,7,0.0010756825131829828,0.08639212599024176
all_100,visitor_register,full_intermediate_bottleneck,8,0.0017407682363409548,0.14737392466515303
all_100,visitor_register,full_intermediate_bottleneck,9,0.003399729266529903,0.4322087948024273
all_100,visitor_register,full_intermediate_bottleneck,10,0.0037530475424136967,0.49447366282343863
all_100,visitor_register,full_intermediate_bottleneck,11,0.0015485547913704067,0.10723732864484191
all_100,visitor_register,full_intermediate_bottleneck,12,0.0010660641724825836,0.09923163805156947
all_100,visitor_register,full_intermediate_bottleneck,13,0.0018900494923582301,0.10634192761033773
all_100,visitor_register,full_intermediate_bottleneck,14,0.003484497354365885,0.21221540056169033
all_100,visitor_register,full_intermediate_bottleneck,15,0.0018759127537487075,0.11658135782927274
all_100,visitor_register,full_intermediate_bottleneck,16,0.00367873927927576,0.279524487555027
all_100,visitor_register,full_intermediate_bottleneck,17,0.010990766061004251,0.6714478740096093
all_100,visitor_register,full_intermediate_bottleneck,18,0.015547407055273653,1.2871510815620422
all_100,visitor_register,full_intermediate_bottleneck,19,0.017095305765978994,1.4064126414060594
all_100,visitor_register,full_intermediate_bottleneck,20,0.06501875318586826,5.03535582780838
all_100,visitor_register,full_intermediate_bottleneck,21,0.15172936379909516,16.658359937667846
all_100,visitor_register,full_intermediate_bottleneck,22,0.05291539553552866,6.433150033950806
all_100,visitor_register,full_intermediate_bottleneck,23,0.14304357074201107,25.604336853027345
all_100,visitor_register,full_intermediate_bottleneck,24,0.14946714870631694,34.106575107574464
all_100,visitor_register,full_intermediate_bottleneck,25,0.04471084656193852,21.985209226608276
all_100,visitor_register,full_intermediate_bottleneck,26,0.08275840021669864,28.213702754974364
all_100,visitor_register,full_intermediate_bottleneck,27,0.06797303039580584,26.18217200279236
all_100,visitor_register,full_intermediate_bottleneck,28,0.09141699127852916,45.23513515472412
all_100,visitor_register,full_intermediate_bottleneck,29,0.1066501997411251,66.7811322402954
all_100,visitor_register,full_intermediate_bottleneck,30,0.0585340703651309,51.44019445419312
all_100,visitor_register,full_intermediate_bottleneck,31,0.09465938325971365,90.70456268310546
all_100,visitor_register,full_intermediate_bottleneck,32,0.05418965359218419,104.25566209793091
all_100,visitor_register,full_intermediate_bottleneck,33,0.09376708023250103,125.83905860900879
all_100,visitor_register,full_intermediate_bottleneck,34,0.06903138084337115,110.11502277374268
all_100,visitor_register,full_intermediate_bottleneck,35,0.027746760919690132,18.569730043411255
all_100,visitor_register,early_5_7,0,0.010270307119935752,0.130164644010365
all_100,visitor_register,early_5_7,1,0.005019011662807315,0.07165670569986105
all_100,visitor_register,early_5_7,2,0.008271712332498283,0.10717788860201835
all_100,visitor_register,early_5_7,3,0.013904809388332069,0.7034860555827618
all_100,visitor_register,early_5_7,4,0.004857977621722967,0.1673512414842844
all_100,visitor_register,early_5_7,5,0.0026153184601571413,0.11893072713166475
all_100,visitor_register,early_5_7,6,0.0035153857909608634,0.11561471436172724
all_100,visitor_register,early_5_7,7,0.001051365963940043,0.08358680179342627
all_100,visitor_register,early_5_7,8,0.0016985438007395715,0.1439703967422247
all_100,visitor_register,early_5_7,9,0.0031587606063112617,0.3937823420017958
all_100,visitor_register,early_5_7,10,0.0036817704734858126,0.47085770681500433
all_100,visitor_register,early_5_7,11,0.0014585892454488203,0.09800523480400443
all_100,visitor_register,early_5_7,12,0.0010203211670159363,0.09420745262876153
all_100,visitor_register,early_5_7,13,0.001749410839402117,0.09861637786030769
all_100,visitor_register,early_5_7,14,0.0032430444075725972,0.19854442805051803
all_100,visitor_register,early_5_7,15,0.0017766949778888375,0.11254841785877943
all_100,visitor_register,early_5_7,16,0.0034557384322397413,0.26417157769203187
all_100,visitor_register,early_5_7,17,0.010523606075439602,0.6529341711103916
all_100,visitor_register,early_5_7,18,0.014118501581251622,1.172404139637947
all_100,visitor_register,early_5_7,19,0.01572034664452076,1.321037238240242
all_100,visitor_register,early_5_7,20,0.061120812986046075,4.837007026672364
all_100,visitor_register,early_5_7,21,0.15529924981296062,17.083079633712767
all_100,visitor_register,early_5_7,22,0.053829935416579246,6.469349060058594
all_100,visitor_register,early_5_7,23,0.14594507217407227,26.19255859375
all_100,visitor_register,early_5_7,24,0.15183036230504512,34.58019674301148
all_100,visitor_register,early_5_7,25,0.04485878007486463,21.60062077522278
all_100,visitor_register,early_5_7,26,0.08067021444439888,27.08577402114868
all_100,visitor_register,early_5_7,27,0.06701346646994352,25.249069356918334
all_100,visitor_register,early_5_7,28,0.09210877418518067,45.65556991577149
all_100,visitor_register,early_5_7,29,0.10735833950340748,67.17625297546387
all_100,visitor_register,early_5_7,30,0.05963238600641489,52.083569507598874
all_100,visitor_register,early_5_7,31,0.09777493931353093,93.25862609863282
all_100,visitor_register,early_5_7,32,0.05613342950120568,108.11377420425416
all_100,visitor_register,early_5_7,33,0.09735658716410399,129.8468179321289
all_100,visitor_register,early_5_7,34,0.0712729025259614,113.80112380981446
all_100,visitor_register,early_5_7,35,0.027882692543789743,18.760642442703247
all_100,visitor_register,middle_12_14,0,0.010270307119935752,0.130164644010365
all_100,visitor_register,middle_12_14,1,0.005019011662807315,0.07165670569986105
all_100,visitor_register,middle_12_14,2,0.008271712332498283,0.10717788860201835
all_100,visitor_register,middle_12_14,3,0.013904809388332069,0.7034860555827618
all_100,visitor_register,middle_12_14,4,0.004857977621722967,0.1673512414842844
all_100,visitor_register,middle_12_14,5,0.0026153184601571413,0.11893072713166475
all_100,visitor_register,middle_12_14,6,0.0034782295674085618,0.11462180081754923
all_100,visitor_register,middle_12_14,7,0.0010756825131829828,0.08639212599024176
all_100,visitor_register,middle_12_14,8,0.0017407682363409548,0.14737392466515303
all_100,visitor_register,middle_12_14,9,0.003399729266529903,0.4322087948024273
all_100,visitor_register,middle_12_14,10,0.0037530475424136967,0.49447366282343863
all_100,visitor_register,middle_12_14,11,0.0015485547913704067,0.10723732864484191
all_100,visitor_register,middle_12_14,12,0.0010660641724825836,0.09923163805156947
all_100,visitor_register,middle_12_14,13,0.0018925044866045938,0.10642082072794437
all_100,visitor_register,middle_12_14,14,0.003498866648878902,0.21359386116266252
all_100,visitor_register,middle_12_14,15,0.001868661375483498,0.11634586904197931
all_100,visitor_register,middle_12_14,16,0.0036134865309577434,0.27662352964282033
all_100,visitor_register,middle_12_14,17,0.010373117714188994,0.6264394216239453
all_100,visitor_register,middle_12_14,18,0.014100365051999688,1.173976145386696
all_100,visitor_register,middle_12_14,19,0.016170942792668938,1.35751093685627
all_100,visitor_register,middle_12_14,20,0.061037877816706894,4.927901618480682
all_100,visitor_register,middle_12_14,21,0.15680221758782864,17.203910293579103
all_100,visitor_register,middle_12_14,22,0.05316769354045391,6.434505805969239
all_100,visitor_register,middle_12_14,23,0.13987412959337234,25.542073192596437
all_100,visitor_register,middle_12_14,24,0.14761023044586183,34.50203350067139
all_100,visitor_register,middle_12_14,25,0.04395642557181418,22.27062991142273
all_100,visitor_register,middle_12_14,26,0.08104612898081541,26.96943869590759
all_100,visitor_register,middle_12_14,27,0.06704828714951873,25.592011346817017
all_100,visitor_register,middle_12_14,28,0.09088725909590721,45.554364624023435
all_100,visitor_register,middle_12_14,29,0.10713196478784084,67.78888389587402
all_100,visitor_register,middle_12_14,30,0.05793287165462971,51.67309001922607
all_100,visitor_register,middle_12_14,31,0.0953041135892272,91.82850746154786
all_100,visitor_register,middle_12_14,32,0.055025611147284506,107.11519962310791
all_100,visitor_register,middle_12_14,33,0.09503142926841975,128.34154945373535
all_100,visitor_register,middle_12_14,34,0.06851732909679413,111.96340854644775
all_100,visitor_register,middle_12_14,35,0.02652712511830032,17.477232604026796
all_100,visitor_register,later_middle_19_21,0,0.010270307119935752,0.130164644010365
all_100,visitor_register,later_middle_19_21,1,0.005019011662807315,0.07165670569986105
all_100,visitor_register,later_middle_19_21,2,0.008271712332498283,0.10717788860201835
all_100,visitor_register,later_middle_19_21,3,0.013904809388332069,0.7034860555827618
all_100,visitor_register,later_middle_19_21,4,0.004857977621722967,0.1673512414842844
all_100,visitor_register,later_middle_19_21,5,0.0026153184601571413,0.11893072713166475
all_100,visitor_register,later_middle_19_21,6,0.0034782295674085618,0.11462180081754923
all_100,visitor_register,later_middle_19_21,7,0.0010756825131829828,0.08639212599024176
all_100,visitor_register,later_middle_19_21,8,0.0017407682363409548,0.14737392466515303
all_100,visitor_register,later_middle_19_21,9,0.003399729266529903,0.4322087948024273
all_100,visitor_register,later_middle_19_21,10,0.0037530475424136967,0.49447366282343863
all_100,visitor_register,later_middle_19_21,11,0.0015485547913704067,0.10723732864484191
all_100,visitor_register,later_middle_19_21,12,0.0010660641724825836,0.09923163805156947
all_100,visitor_register,later_middle_19_21,13,0.0018900494923582301,0.10634192761033773
all_100,visitor_register,later_middle_19_21,14,0.003484497354365885,0.21221540056169033
all_100,visitor_register,later_middle_19_21,15,0.0018759127537487075,0.11658135782927274
all_100,visitor_register,later_middle_19_21,16,0.00367873927927576,0.279524487555027
all_100,visitor_register,later_middle_19_21,17,0.010990766061004251,0.6714478740096093
all_100,visitor_register,later_middle_19_21,18,0.015547407055273653,1.2871510815620422
all_100,visitor_register,later_middle_19_21,19,0.017095305765978994,1.4064126414060594
all_100,visitor_register,later_middle_19_21,20,0.06267931014299392,4.83570704460144
all_100,visitor_register,later_middle_19_21,21,0.15182557478547096,16.587951469421387
all_100,visitor_register,later_middle_19_21,22,0.05224994048476219,6.284208636283875
all_100,visitor_register,later_middle_19_21,23,0.15267576493322849,27.757339267730714
all_100,visitor_register,later_middle_19_21,24,0.14769696101546287,33.54534351348877
all_100,visitor_register,later_middle_19_21,25,0.042605207711458204,20.753750848770142
all_100,visitor_register,later_middle_19_21,26,0.08274765592068434,25.900072145462037
all_100,visitor_register,later_middle_19_21,27,0.068207192607224,25.293186588287355
all_100,visitor_register,later_middle_19_21,28,0.09358904667198659,46.49326168060303
all_100,visitor_register,later_middle_19_21,29,0.10949240744113922,68.41188117980957
all_100,visitor_register,later_middle_19_21,30,0.05963570829480887,53.0329465675354
all_100,visitor_register,later_middle_19_21,31,0.09967819802463054,95.60766189575196
all_100,visitor_register,later_middle_19_21,32,0.056403737291693685,109.84840955734253
all_100,visitor_register,later_middle_19_21,33,0.09839116975665092,132.31092712402344
all_100,visitor_register,later_middle_19_21,34,0.07112035881727934,115.87118259429931
all_100,visitor_register,later_middle_19_21,35,0.026616053888574243,17.720249271392824
all_100,visitor_register,sparse_union,0,0.010270307119935752,0.130164644010365
all_100,visitor_register,sparse_union,1,0.005019011662807315,0.07165670569986105
all_100,visitor_register,sparse_union,2,0.008271712332498283,0.10717788860201835
all_100,visitor_register,sparse_union,3,0.013904809388332069,0.7034860555827618
all_100,visitor_register,sparse_union,4,0.004857977621722967,0.1673512414842844
all_100,visitor_register,sparse_union,5,0.0026153184601571413,0.11893072713166475
all_100,visitor_register,sparse_union,6,0.0035153857909608634,0.11561471436172724
all_100,visitor_register,sparse_union,7,0.001051365963940043,0.08358680179342627
all_100,visitor_register,sparse_union,8,0.0016985438007395715,0.1439703967422247
all_100,visitor_register,sparse_union,9,0.0031587606063112617,0.3937823420017958
all_100,visitor_register,sparse_union,10,0.0036817704734858126,0.47085770681500433
all_100,visitor_register,sparse_union,11,0.0014585892454488203,0.09800523480400443
all_100,visitor_register,sparse_union,12,0.0010203211670159363,0.09420745262876153
all_100,visitor_register,sparse_union,13,0.001751727965893224,0.09870022814720869
all_100,visitor_register,sparse_union,14,0.0032425697229336945,0.198629102781415
all_100,visitor_register,sparse_union,15,0.001769499511574395,0.11223757807165384
all_100,visitor_register,sparse_union,16,0.0033716659306082873,0.25890416488051415
all_100,visitor_register,sparse_union,17,0.009890841024462133,0.6091508008539677
all_100,visitor_register,sparse_union,18,0.012752452758140862,1.0751118731498719
all_100,visitor_register,sparse_union,19,0.014781058765947819,1.2654430282115936
all_100,visitor_register,sparse_union,20,0.05475708570331335,4.495303575992584
all_100,visitor_register,sparse_union,21,0.1577121003717184,17.26000898361206
all_100,visitor_register,sparse_union,22,0.05233206674456596,6.192951502799988
all_100,visitor_register,sparse_union,23,0.14992608204483987,27.829708099365234
all_100,visitor_register,sparse_union,24,0.1477743926644325,34.29442352294922
all_100,visitor_register,sparse_union,25,0.042272035088390114,20.582878723144532
all_100,visitor_register,sparse_union,26,0.08104241747409105,24.586456537246704
all_100,visitor_register,sparse_union,27,0.0670969183743,24.337444944381716
all_100,visitor_register,sparse_union,28,0.0945114778727293,47.17560440063477
all_100,visitor_register,sparse_union,29,0.11120356682687998,69.94881488800048
all_100,visitor_register,sparse_union,30,0.05974573995918035,53.42748352050781
all_100,visitor_register,sparse_union,31,0.10237512439489364,98.04310901641846
all_100,visitor_register,sparse_union,32,0.05831404220312834,113.69970170974732
all_100,visitor_register,sparse_union,33,0.10198494412004948,136.42770317077637
all_100,visitor_register,sparse_union,34,0.07223028164356947,119.30561767578125
all_100,visitor_register,sparse_union,35,0.02581592253409326,17.020819902420044
all_100,visitor_register,late_negative_30_32,0,0.010270307119935752,0.130164644010365
all_100,visitor_register,late_negative_30_32,1,0.005019011662807315,0.07165670569986105
all_100,visitor_register,late_negative_30_32,2,0.008271712332498283,0.10717788860201835
all_100,visitor_register,late_negative_30_32,3,0.013904809388332069,0.7034860555827618
all_100,visitor_register,late_negative_30_32,4,0.004857977621722967,0.1673512414842844
all_100,visitor_register,late_negative_30_32,5,0.0026153184601571413,0.11893072713166475
all_100,visitor_register,late_negative_30_32,6,0.0034782295674085618,0.11462180081754923
all_100,visitor_register,late_negative_30_32,7,0.0010756825131829828,0.08639212599024176
all_100,visitor_register,late_negative_30_32,8,0.0017407682363409548,0.14737392466515303
all_100,visitor_register,late_negative_30_32,9,0.003399729266529903,0.4322087948024273
all_100,visitor_register,late_negative_30_32,10,0.0037530475424136967,0.49447366282343863
all_100,visitor_register,late_negative_30_32,11,0.0015485547913704067,0.10723732864484191
all_100,visitor_register,late_negative_30_32,12,0.0010660641724825836,0.09923163805156947
all_100,visitor_register,late_negative_30_32,13,0.0018900494923582301,0.10634192761033773
all_100,visitor_register,late_negative_30_32,14,0.003484497354365885,0.21221540056169033
all_100,visitor_register,late_negative_30_32,15,0.0018759127537487075,0.11658135782927274
all_100,visitor_register,late_negative_30_32,16,0.00367873927927576,0.279524487555027
all_100,visitor_register,late_negative_30_32,17,0.010990766061004251,0.6714478740096093
all_100,visitor_register,late_negative_30_32,18,0.015547407055273653,1.2871510815620422
all_100,visitor_register,late_negative_30_32,19,0.017095305765978994,1.4064126414060594
all_100,visitor_register,late_negative_30_32,20,0.06501875318586826,5.03535582780838
all_100,visitor_register,late_negative_30_32,21,0.15172936379909516,16.658359937667846
all_100,visitor_register,late_negative_30_32,22,0.05291539553552866,6.433150033950806
all_100,visitor_register,late_negative_30_32,23,0.14304357074201107,25.604336853027345
all_100,visitor_register,late_negative_30_32,24,0.14946714870631694,34.106575107574464
all_100,visitor_register,late_negative_30_32,25,0.04471084656193852,21.985209226608276
all_100,visitor_register,late_negative_30_32,26,0.08275840021669864,28.213702754974364
all_100,visitor_register,late_negative_30_32,27,0.06797303039580584,26.18217200279236
all_100,visitor_register,late_negative_30_32,28,0.09141699127852916,45.23513515472412
all_100,visitor_register,late_negative_30_32,29,0.1066501997411251,66.7811322402954
all_100,visitor_register,late_negative_30_32,30,0.0585340703651309,51.44019445419312
all_100,visitor_register,late_negative_30_32,31,0.09446579609066248,90.64909511566162
all_100,visitor_register,late_negative_30_32,32,0.05423849330283701,104.41129604339599
all_100,visitor_register,late_negative_30_32,33,0.0938200356811285,125.99948219299317
all_100,visitor_register,late_negative_30_32,34,0.06880751833319664,110.30628761291504
all_100,visitor_register,late_negative_30_32,35,0.027500121518969536,18.346525454521178
all_100,dialogue,clean,0,0.010849305097945034,0.12727796129882335
all_100,dialogue,clean,1,0.007047421403694898,0.08458886668086052
all_100,dialogue,clean,2,0.010740304761566222,0.16970153994858264
all_100,dialogue,clean,3,0.014780098707415163,0.6081658826768398
all_100,dialogue,clean,4,0.005487059503793717,0.1338556546345353
all_100,dialogue,clean,5,0.0026407697657123206,0.09607063092291356
all_100,dialogue,clean,6,0.0032113954029046,0.07210848055779934
all_100,dialogue,clean,7,0.0008014357386855409,0.03245427979156375
all_100,dialogue,clean,8,0.001204795119119808,0.08088605236262084
all_100,dialogue,clean,9,0.0031236152444034816,0.4004840908199549
all_100,dialogue,clean,10,0.005270721656270325,0.8241815823316574
all_100,dialogue,clean,11,0.002151868321816437,0.17201544500887395
all_100,dialogue,clean,12,0.0007589928750530816,0.051900863386690615
all_100,dialogue,clean,13,0.0017548572237137705,0.13392588637769223
all_100,dialogue,clean,14,0.0037149480148218573,0.4095879827439785
all_100,dialogue,clean,15,0.0029854166926816107,0.20493411421775817
all_100,dialogue,clean,16,0.005858980764169246,0.5192641954123974
all_100,dialogue,clean,17,0.003134886181796901,0.19104913959279657
all_100,dialogue,clean,18,0.0023685869725886734,0.14003380903974175
all_100,dialogue,clean,19,0.0026787362346658485,0.21773042492568492
all_100,dialogue,clean,20,0.005642618993297219,0.44625382252037527
all_100,dialogue,clean,21,0.010641984732937999,1.2185454670339824
all_100,dialogue,clean,22,0.01136818659491837,1.6187429597973824
all_100,dialogue,clean,23,0.04404053773730993,11.017313580513001
all_100,dialogue,clean,24,0.0939553914964199,34.20122849464416
all_100,dialogue,clean,25,0.02768529614433646,24.787272367477417
all_100,dialogue,clean,26,0.02778000842779875,8.109121999740601
all_100,dialogue,clean,27,0.036535327043384316,12.45903350830078
all_100,dialogue,clean,28,0.051160089764744045,22.95351435661316
all_100,dialogue,clean,29,0.07150497552007437,46.408549041748046
all_100,dialogue,clean,30,0.04529933635145426,49.64699863433838
all_100,dialogue,clean,31,0.09259923256933689,84.51514530181885
all_100,dialogue,clean,32,0.05631237715482712,112.8411967086792
all_100,dialogue,clean,33,0.08815716620534658,117.84329074859619
all_100,dialogue,clean,34,0.04991338865831494,105.35372102737426
all_100,dialogue,clean,35,0.013566132383421064,6.727559974193573
all_100,dialogue,full_intermediate_bottleneck,0,0.010849305097945034,0.12727796129882335
all_100,dialogue,full_intermediate_bottleneck,1,0.007153511622454971,0.08595784671604634
all_100,dialogue,full_intermediate_bottleneck,2,0.010890324865467847,0.17432751424610615
all_100,dialogue,full_intermediate_bottleneck,3,0.015018636276945472,0.6236177475750446
all_100,dialogue,full_intermediate_bottleneck,4,0.005650283333379775,0.13670770153403283
all_100,dialogue,full_intermediate_bottleneck,5,0.002810246618464589,0.10388558890670538
all_100,dialogue,full_intermediate_bottleneck,6,0.003226325744763017,0.07374727658927441
all_100,dialogue,full_intermediate_bottleneck,7,0.0008385681849904359,0.03368955643847585
all_100,dialogue,full_intermediate_bottleneck,8,0.0013399927486898377,0.09074011143296958
all_100,dialogue,full_intermediate_bottleneck,9,0.0035037796187680215,0.4543112751841545
all_100,dialogue,full_intermediate_bottleneck,10,0.00546240613097325,0.8333535540103912
all_100,dialogue,full_intermediate_bottleneck,11,0.0023763233103090897,0.18389283664524556
all_100,dialogue,full_intermediate_bottleneck,12,0.0008312578775803559,0.05889452995732427
all_100,dialogue,full_intermediate_bottleneck,13,0.002142786825133953,0.1574069045484066
all_100,dialogue,full_intermediate_bottleneck,14,0.004075909005478024,0.43189536541700363
all_100,dialogue,full_intermediate_bottleneck,15,0.0032994990004226567,0.222553141489625
all_100,dialogue,full_intermediate_bottleneck,16,0.006314885481260717,0.5487200418114662
all_100,dialogue,full_intermediate_bottleneck,17,0.0042813143943203616,0.2542653066292405
all_100,dialogue,full_intermediate_bottleneck,18,0.0033890091895591467,0.20759736359119416
all_100,dialogue,full_intermediate_bottleneck,19,0.0036775826709344985,0.28354314431548117
all_100,dialogue,full_intermediate_bottleneck,20,0.007107518223347142,0.554963049441576
all_100,dialogue,full_intermediate_bottleneck,21,0.013550982933375054,1.272299643009901
all_100,dialogue,full_intermediate_bottleneck,22,0.01918522019404918,2.7699939796328543
all_100,dialogue,full_intermediate_bottleneck,23,0.030324176168069244,6.4629540801048275
all_100,dialogue,full_intermediate_bottleneck,24,0.07655551835894585,20.98840497970581
all_100,dialogue,full_intermediate_bottleneck,25,0.024490118715912102,14.292219662666321
all_100,dialogue,full_intermediate_bottleneck,26,0.03177684708032757,14.029724915027618
all_100,dialogue,full_intermediate_bottleneck,27,0.04741791799664497,18.764668774604797
all_100,dialogue,full_intermediate_bottleneck,28,0.0375145784765482,11.681434350013733
all_100,dialogue,full_intermediate_bottleneck,29,0.05458485679700971,34.701846828460695
all_100,dialogue,full_intermediate_bottleneck,30,0.03569577286019921,37.819816493988036
all_100,dialogue,full_intermediate_bottleneck,31,0.05651767667382956,49.701488170623776
all_100,dialogue,full_intermediate_bottleneck,32,0.02977850755676627,56.984102759361264
all_100,dialogue,full_intermediate_bottleneck,33,0.05317609535530209,75.64082857131957
all_100,dialogue,full_intermediate_bottleneck,34,0.031305926693603395,69.05543422698975
all_100,dialogue,full_intermediate_bottleneck,35,0.01938402864150703,10.232286148071289
all_100,dialogue,early_5_7,0,0.010849305097945034,0.12727796129882335
all_100,dialogue,early_5_7,1,0.007153511622454971,0.08595784671604634
all_100,dialogue,early_5_7,2,0.010890324865467847,0.17432751424610615
all_100,dialogue,early_5_7,3,0.015018636276945472,0.6236177475750446
all_100,dialogue,early_5_7,4,0.005650283333379775,0.13670770153403283
all_100,dialogue,early_5_7,5,0.002810246618464589,0.10388558890670538
all_100,dialogue,early_5_7,6,0.003216998621355742,0.07366851933300494
all_100,dialogue,early_5_7,7,0.0008352188533172012,0.03354317812249064
