analysis_set,template,condition,layer,mean_final_token_entity_attention,mean_final_token_entity_contribution_norm
unseen_confirmatory,direct_fact,early_5_7,0,0.010729433492172596,0.1315880557305591
unseen_confirmatory,direct_fact,early_5_7,1,0.006551869884999686,0.09340297811946204
unseen_confirmatory,direct_fact,early_5_7,2,0.008924392395826099,0.12351395497315151
unseen_confirmatory,direct_fact,early_5_7,3,0.01514569275774235,0.714052889236184
unseen_confirmatory,direct_fact,early_5_7,4,0.006261579159019125,0.1811420450550179
unseen_confirmatory,direct_fact,early_5_7,5,0.0035774137142525857,0.18037923338801362
unseen_confirmatory,direct_fact,early_5_7,6,0.00357381752854603,0.12998196300725604
unseen_confirmatory,direct_fact,early_5_7,7,0.0013785581997877291,0.11002838373357474
unseen_confirmatory,direct_fact,early_5_7,8,0.0024996880119731433,0.19740763081367627
unseen_confirmatory,direct_fact,early_5_7,9,0.0044157200325063845,0.39743888551412626
unseen_confirmatory,direct_fact,early_5_7,10,0.005120671822602839,0.6067883614883867
unseen_confirmatory,direct_fact,early_5_7,11,0.0026844502020583944,0.1538478173315525
unseen_confirmatory,direct_fact,early_5_7,12,0.002389602770563215,0.2021277501832607
unseen_confirmatory,direct_fact,early_5_7,13,0.004244884296027987,0.20453986395583595
unseen_confirmatory,direct_fact,early_5_7,14,0.00661879179046251,0.36074047916850377
unseen_confirmatory,direct_fact,early_5_7,15,0.00260221240311038,0.2093148636090201
unseen_confirmatory,direct_fact,early_5_7,16,0.0036910635440848593,0.21329501045997754
unseen_confirmatory,direct_fact,early_5_7,17,0.00737940962967831,0.4580551730685456
unseen_confirmatory,direct_fact,early_5_7,18,0.016004180340746115,1.3871859020965045
unseen_confirmatory,direct_fact,early_5_7,19,0.020270772657335498,1.780602103748987
unseen_confirmatory,direct_fact,early_5_7,20,0.05238573837938697,4.398262958193934
unseen_confirmatory,direct_fact,early_5_7,21,0.1580710963800896,17.653626453044804
unseen_confirmatory,direct_fact,early_5_7,22,0.04984234749924305,5.6269251413123555
unseen_confirmatory,direct_fact,early_5_7,23,0.14403886902470922,27.61885463359744
unseen_confirmatory,direct_fact,early_5_7,24,0.15902835633172546,37.393552136975664
unseen_confirmatory,direct_fact,early_5_7,25,0.028067452551493812,15.703892391781475
unseen_confirmatory,direct_fact,early_5_7,26,0.056149695025280465,16.562852776327798
unseen_confirmatory,direct_fact,early_5_7,27,0.0521134449342309,17.286862484244413
unseen_confirmatory,direct_fact,early_5_7,28,0.08414244322582733,47.72948194104572
unseen_confirmatory,direct_fact,early_5_7,29,0.08737511902527753,57.42937518275061
unseen_confirmatory,direct_fact,early_5_7,30,0.04837003798592229,48.76246678551962
unseen_confirmatory,direct_fact,early_5_7,31,0.09726588887184165,97.25969531924225
unseen_confirmatory,direct_fact,early_5_7,32,0.0569037490112837,113.60351728838543
unseen_confirmatory,direct_fact,early_5_7,33,0.09283349108557369,128.6810256603152
unseen_confirmatory,direct_fact,early_5_7,34,0.06187015061461648,109.12223691718523
unseen_confirmatory,direct_fact,early_5_7,35,0.025782372921618613,16.29265703156937
unseen_confirmatory,direct_fact,middle_12_14,0,0.010729433492172596,0.1315880557305591
unseen_confirmatory,direct_fact,middle_12_14,1,0.006551869884999686,0.09340297811946204
unseen_confirmatory,direct_fact,middle_12_14,2,0.008924392395826099,0.12351395497315151
unseen_confirmatory,direct_fact,middle_12_14,3,0.01514569275774235,0.714052889236184
unseen_confirmatory,direct_fact,middle_12_14,4,0.006261579159019125,0.1811420450550179
unseen_confirmatory,direct_fact,middle_12_14,5,0.0035774137142525857,0.18037923338801362
unseen_confirmatory,direct_fact,middle_12_14,6,0.003549527039827216,0.1289790163119865
unseen_confirmatory,direct_fact,middle_12_14,7,0.001407825800205776,0.11279061501629131
unseen_confirmatory,direct_fact,middle_12_14,8,0.0026479365702090393,0.20963200519597808
unseen_confirmatory,direct_fact,middle_12_14,9,0.004796577539013395,0.4429763179532317
unseen_confirmatory,direct_fact,middle_12_14,10,0.005291683212204208,0.6360449997145076
unseen_confirmatory,direct_fact,middle_12_14,11,0.0028420001049092865,0.1655763195784286
unseen_confirmatory,direct_fact,middle_12_14,12,0.002473379272106645,0.20960940065425496
unseen_confirmatory,direct_fact,middle_12_14,13,0.00441519976837214,0.21460710925071738
unseen_confirmatory,direct_fact,middle_12_14,14,0.0067071714655084665,0.36776064630857735
unseen_confirmatory,direct_fact,middle_12_14,15,0.0028487415476648008,0.22737389941548192
unseen_confirmatory,direct_fact,middle_12_14,16,0.00411229764468708,0.23512688383113506
unseen_confirmatory,direct_fact,middle_12_14,17,0.007716166692092841,0.4563943854598112
unseen_confirmatory,direct_fact,middle_12_14,18,0.014932184263544028,1.2895148008368735
unseen_confirmatory,direct_fact,middle_12_14,19,0.01821771753562051,1.597658867059752
unseen_confirmatory,direct_fact,middle_12_14,20,0.046116885642499425,3.7557122263797496
unseen_confirmatory,direct_fact,middle_12_14,21,0.1583058959696182,17.31237405954405
unseen_confirmatory,direct_fact,middle_12_14,22,0.04970201429759347,5.506059230760086
unseen_confirmatory,direct_fact,middle_12_14,23,0.15006599081463592,28.449714416681335
unseen_confirmatory,direct_fact,middle_12_14,24,0.15479924581771673,36.06237602233887
unseen_confirmatory,direct_fact,middle_12_14,25,0.02731878601751009,14.899574995040894
unseen_confirmatory,direct_fact,middle_12_14,26,0.05703061832071737,16.35037855214851
unseen_confirmatory,direct_fact,middle_12_14,27,0.05438328556023365,18.05654292882875
unseen_confirmatory,direct_fact,middle_12_14,28,0.08491816640246747,48.31158948499103
unseen_confirmatory,direct_fact,middle_12_14,29,0.08796640061015307,58.623114341913265
unseen_confirmatory,direct_fact,middle_12_14,30,0.04850709852004467,48.87827828873036
unseen_confirmatory,direct_fact,middle_12_14,31,0.0998685268988443,100.35246964388115
unseen_confirmatory,direct_fact,middle_12_14,32,0.058907353622449,117.91422078775805
unseen_confirmatory,direct_fact,middle_12_14,33,0.09554031625563322,132.5943491736124
unseen_confirmatory,direct_fact,middle_12_14,34,0.06376812890778448,113.18537481441054
unseen_confirmatory,direct_fact,middle_12_14,35,0.025154110185022272,15.956893521685933
unseen_confirmatory,direct_fact,later_middle_19_21,0,0.010729433492172596,0.1315880557305591
unseen_confirmatory,direct_fact,later_middle_19_21,1,0.006551869884999686,0.09340297811946204
unseen_confirmatory,direct_fact,later_middle_19_21,2,0.008924392395826099,0.12351395497315151
unseen_confirmatory,direct_fact,later_middle_19_21,3,0.01514569275774235,0.714052889236184
unseen_confirmatory,direct_fact,later_middle_19_21,4,0.006261579159019125,0.1811420450550179
unseen_confirmatory,direct_fact,later_middle_19_21,5,0.0035774137142525857,0.18037923338801362
unseen_confirmatory,direct_fact,later_middle_19_21,6,0.003549527039827216,0.1289790163119865
unseen_confirmatory,direct_fact,later_middle_19_21,7,0.001407825800205776,0.11279061501629131
unseen_confirmatory,direct_fact,later_middle_19_21,8,0.0026479365702090393,0.20963200519597808
unseen_confirmatory,direct_fact,later_middle_19_21,9,0.004796577539013395,0.4429763179532317
unseen_confirmatory,direct_fact,later_middle_19_21,10,0.005291683212204208,0.6360449997145076
unseen_confirmatory,direct_fact,later_middle_19_21,11,0.0028420001049092865,0.1655763195784286
unseen_confirmatory,direct_fact,later_middle_19_21,12,0.002473379272106645,0.20960940065425496
unseen_confirmatory,direct_fact,later_middle_19_21,13,0.004371169796159361,0.21319546489868052
unseen_confirmatory,direct_fact,later_middle_19_21,14,0.006716207546983348,0.36699407201173695
unseen_confirmatory,direct_fact,later_middle_19_21,15,0.0028120703815190163,0.2262186882800834
unseen_confirmatory,direct_fact,later_middle_19_21,16,0.003994801960246594,0.22900532177367874
unseen_confirmatory,direct_fact,later_middle_19_21,17,0.008007444361452187,0.5035150387259417
unseen_confirmatory,direct_fact,later_middle_19_21,18,0.019477837545753912,1.7595170452151188
unseen_confirmatory,direct_fact,later_middle_19_21,19,0.02288366535808458,1.9651823993339095
unseen_confirmatory,direct_fact,later_middle_19_21,20,0.05506551779026902,4.361668931883435
unseen_confirmatory,direct_fact,later_middle_19_21,21,0.1687162797464881,18.4064360884733
unseen_confirmatory,direct_fact,later_middle_19_21,22,0.05205494217401327,5.809250310409901
unseen_confirmatory,direct_fact,later_middle_19_21,23,0.16266068053800006,29.3356755500616
unseen_confirmatory,direct_fact,later_middle_19_21,24,0.16658643321242445,38.09292941869691
unseen_confirmatory,direct_fact,later_middle_19_21,25,0.029179013550801332,15.599851902141127
unseen_confirmatory,direct_fact,later_middle_19_21,26,0.06132974566588568,18.686893817990324
unseen_confirmatory,direct_fact,later_middle_19_21,27,0.056536503266109976,18.964947290198747
unseen_confirmatory,direct_fact,later_middle_19_21,28,0.08662917482298474,48.29002957011378
unseen_confirmatory,direct_fact,later_middle_19_21,29,0.09034086330685505,59.636843570443084
unseen_confirmatory,direct_fact,later_middle_19_21,30,0.04942084376721881,48.85294517250948
unseen_confirmatory,direct_fact,later_middle_19_21,31,0.09746734893252683,97.6153942374296
unseen_confirmatory,direct_fact,later_middle_19_21,32,0.055708358367515164,109.54369804471038
unseen_confirmatory,direct_fact,later_middle_19_21,33,0.09057000439700692,126.37470369560774
unseen_confirmatory,direct_fact,later_middle_19_21,34,0.06345785792570474,107.62657059070676
unseen_confirmatory,direct_fact,later_middle_19_21,35,0.026170149640461732,16.911044852678167
unseen_confirmatory,direct_fact,sparse_union,0,0.010729433492172596,0.1315880557305591
unseen_confirmatory,direct_fact,sparse_union,1,0.006551869884999686,0.09340297811946204
unseen_confirmatory,direct_fact,sparse_union,2,0.008924392395826099,0.12351395497315151
unseen_confirmatory,direct_fact,sparse_union,3,0.01514569275774235,0.714052889236184
unseen_confirmatory,direct_fact,sparse_union,4,0.006261579159019125,0.1811420450550179
unseen_confirmatory,direct_fact,sparse_union,5,0.0035774137142525857,0.18037923338801362
unseen_confirmatory,direct_fact,sparse_union,6,0.00357381752854603,0.12998196300725604
unseen_confirmatory,direct_fact,sparse_union,7,0.0013785581997877291,0.11002838373357474
unseen_confirmatory,direct_fact,sparse_union,8,0.0024996880119731433,0.19740763081367627
unseen_confirmatory,direct_fact,sparse_union,9,0.0044157200325063845,0.39743888551412626
unseen_confirmatory,direct_fact,sparse_union,10,0.005120671822602839,0.6067883614883867
unseen_confirmatory,direct_fact,sparse_union,11,0.0026844502020583944,0.1538478173315525
unseen_confirmatory,direct_fact,sparse_union,12,0.002389602770563215,0.2021277501832607
unseen_confirmatory,direct_fact,sparse_union,13,0.004275742287444341,0.20532990905434587
unseen_confirmatory,direct_fact,sparse_union,14,0.006583337563761445,0.35922324258920757
unseen_confirmatory,direct_fact,sparse_union,15,0.0026113433874385473,0.20931645638720933
unseen_confirmatory,direct_fact,sparse_union,16,0.003750974315131993,0.21584450895356577
unseen_confirmatory,direct_fact,sparse_union,17,0.007034824381387511,0.41390871377878413
unseen_confirmatory,direct_fact,sparse_union,18,0.012260275968718667,1.0323236158420874
unseen_confirmatory,direct_fact,sparse_union,19,0.016003029805413165,1.4502598788849144
unseen_confirmatory,direct_fact,sparse_union,20,0.03935773549384849,3.2076479958933453
unseen_confirmatory,direct_fact,sparse_union,21,0.13173296519143637,15.033363941103913
unseen_confirmatory,direct_fact,sparse_union,22,0.04346559681864672,4.859595501145651
unseen_confirmatory,direct_fact,sparse_union,23,0.14625070616602898,27.996339975401412
unseen_confirmatory,direct_fact,sparse_union,24,0.14718730331853377,34.19434633920359
unseen_confirmatory,direct_fact,sparse_union,25,0.026596887221256662,14.244730722072513
unseen_confirmatory,direct_fact,sparse_union,26,0.0581159608568563,15.254358779552371
unseen_confirmatory,direct_fact,sparse_union,27,0.054509556484083795,17.899041641590205
unseen_confirmatory,direct_fact,sparse_union,28,0.08653851078693257,48.787862999494685
unseen_confirmatory,direct_fact,sparse_union,29,0.0920224275093439,61.77791755143986
unseen_confirmatory,direct_fact,sparse_union,30,0.05043304263245921,50.7959260718767
unseen_confirmatory,direct_fact,sparse_union,31,0.10793838736622832,108.8437385559082
unseen_confirmatory,direct_fact,sparse_union,32,0.06174536803087523,123.93636304278706
unseen_confirmatory,direct_fact,sparse_union,33,0.10027082749577455,138.57269366951877
unseen_confirmatory,direct_fact,sparse_union,34,0.06801747812261415,120.84801181527071
unseen_confirmatory,direct_fact,sparse_union,35,0.024818767035423323,16.090924895086953
unseen_confirmatory,direct_fact,late_negative_30_32,0,0.010729433492172596,0.1315880557305591
unseen_confirmatory,direct_fact,late_negative_30_32,1,0.006551869884999686,0.09340297811946204
unseen_confirmatory,direct_fact,late_negative_30_32,2,0.008924392395826099,0.12351395497315151
unseen_confirmatory,direct_fact,late_negative_30_32,3,0.01514569275774235,0.714052889236184
unseen_confirmatory,direct_fact,late_negative_30_32,4,0.006261579159019125,0.1811420450550179
unseen_confirmatory,direct_fact,late_negative_30_32,5,0.0035774137142525857,0.18037923338801362
unseen_confirmatory,direct_fact,late_negative_30_32,6,0.003549527039827216,0.1289790163119865
unseen_confirmatory,direct_fact,late_negative_30_32,7,0.001407825800205776,0.11279061501629131
unseen_confirmatory,direct_fact,late_negative_30_32,8,0.0026479365702090393,0.20963200519597808
unseen_confirmatory,direct_fact,late_negative_30_32,9,0.004796577539013395,0.4429763179532317
unseen_confirmatory,direct_fact,late_negative_30_32,10,0.005291683212204208,0.6360449997145076
unseen_confirmatory,direct_fact,late_negative_30_32,11,0.0028420001049092865,0.1655763195784286
unseen_confirmatory,direct_fact,late_negative_30_32,12,0.002473379272106645,0.20960940065425496
unseen_confirmatory,direct_fact,late_negative_30_32,13,0.004371169796159361,0.21319546489868052
unseen_confirmatory,direct_fact,late_negative_30_32,14,0.006716207546983348,0.36699407201173695
unseen_confirmatory,direct_fact,late_negative_30_32,15,0.0028120703815190163,0.2262186882800834
unseen_confirmatory,direct_fact,late_negative_30_32,16,0.003994801960246594,0.22900532177367874
unseen_confirmatory,direct_fact,late_negative_30_32,17,0.008007444361452187,0.5035150387259417
unseen_confirmatory,direct_fact,late_negative_30_32,18,0.019477837545753912,1.7595170452151188
unseen_confirmatory,direct_fact,late_negative_30_32,19,0.02288366535808458,1.9651823993339095
unseen_confirmatory,direct_fact,late_negative_30_32,20,0.05742038474526516,4.673092806062033
unseen_confirmatory,direct_fact,late_negative_30_32,21,0.1726862371487673,19.030645758606667
unseen_confirmatory,direct_fact,late_negative_30_32,22,0.053849842919166696,5.9559555497280385
unseen_confirmatory,direct_fact,late_negative_30_32,23,0.15072854937509048,27.653942573902217
unseen_confirmatory,direct_fact,late_negative_30_32,24,0.16786491818899332,39.31651505758596
unseen_confirmatory,direct_fact,late_negative_30_32,25,0.03045159753758547,16.652142025703608
unseen_confirmatory,direct_fact,late_negative_30_32,26,0.06340249025717724,21.4840534675953
unseen_confirmatory,direct_fact,late_negative_30_32,27,0.05624099920482137,19.257374807845714
unseen_confirmatory,direct_fact,late_negative_30_32,28,0.08526958239286445,47.20742367589197
unseen_confirmatory,direct_fact,late_negative_30_32,29,0.087572549404793,57.42708361426065
unseen_confirmatory,direct_fact,late_negative_30_32,30,0.04684724567761255,46.25320918061013
unseen_confirmatory,direct_fact,late_negative_30_32,31,0.08945414306985777,88.83641668807628
unseen_confirmatory,direct_fact,late_negative_30_32,32,0.052292498001872106,101.86655847416368
unseen_confirmatory,direct_fact,late_negative_30_32,33,0.08548271062588969,118.95456509257473
unseen_confirmatory,direct_fact,late_negative_30_32,34,0.0584729447484363,99.29268814796625
unseen_confirmatory,direct_fact,late_negative_30_32,35,0.025971317663788795,16.03530195701954
unseen_confirmatory,person_in_list,clean,0,0.0091523805248746,0.13498519642581774
unseen_confirmatory,person_in_list,clean,1,0.006680697413854474,0.09510581455258436
unseen_confirmatory,person_in_list,clean,2,0.013648568907059556,0.19034688287349635
unseen_confirmatory,person_in_list,clean,3,0.015936765267492034,0.6055111923190051
unseen_confirmatory,person_in_list,clean,4,0.005446076379590776,0.13725731599816057
unseen_confirmatory,person_in_list,clean,5,0.0037120083864063545,0.1315359879111828
unseen_confirmatory,person_in_list,clean,6,0.004078904157341999,0.10480424997851599
unseen_confirmatory,person_in_list,clean,7,0.0007976404882610104,0.05763177521700083
unseen_confirmatory,person_in_list,clean,8,0.0033387958212907232,0.3962653400593026
unseen_confirmatory,person_in_list,clean,9,0.003397969160158577,0.37294555013609487
unseen_confirmatory,person_in_list,clean,10,0.00414565019986354,0.7519937996254411
unseen_confirmatory,person_in_list,clean,11,0.0015705425229984834,0.10994260247017063
unseen_confirmatory,person_in_list,clean,12,0.0017786198674679496,0.09040869508198528
unseen_confirmatory,person_in_list,clean,13,0.0016449153522126983,0.0988198991778285
unseen_confirmatory,person_in_list,clean,14,0.003956620031859466,0.26491173105530963
unseen_confirmatory,person_in_list,clean,15,0.0017987202641792422,0.12315569636087086
unseen_confirmatory,person_in_list,clean,16,0.0032681719464964644,0.5658644416997599
unseen_confirmatory,person_in_list,clean,17,0.0057901368898794405,0.45952927858330483
unseen_confirmatory,person_in_list,clean,18,0.008199669561500466,0.932108438812023
unseen_confirmatory,person_in_list,clean,19,0.011634640065346693,1.2346005065496577
unseen_confirmatory,person_in_list,clean,20,0.016334671608367286,1.3846777566643649
unseen_confirmatory,person_in_list,clean,21,0.05931709574665441,7.609094263509262
unseen_confirmatory,person_in_list,clean,22,0.01778221957190612,2.1873334563055704
unseen_confirmatory,person_in_list,clean,23,0.0662795344454258,16.106803555821262
unseen_confirmatory,person_in_list,clean,24,0.11012932632205098,35.61516978019892
unseen_confirmatory,person_in_list,clean,25,0.03264575696355382,27.63395266200221
unseen_confirmatory,person_in_list,clean,26,0.03825481872745724,12.354157597519631
unseen_confirmatory,person_in_list,clean,27,0.037573331528408235,16.12513816079428
unseen_confirmatory,person_in_list,clean,28,0.06818358240605787,43.95408586014149
unseen_confirmatory,person_in_list,clean,29,0.07110268029189387,57.751557239266326
unseen_confirmatory,person_in_list,clean,30,0.03408965702320254,38.04838406762411
unseen_confirmatory,person_in_list,clean,31,0.08460092297646889,91.94084047716717
unseen_confirmatory,person_in_list,clean,32,0.04694354929419797,110.59508909181108
unseen_confirmatory,person_in_list,clean,33,0.07921728392153285,124.47733195992403
unseen_confirmatory,person_in_list,clean,34,0.03889775458116864,89.57877558331157
unseen_confirmatory,person_in_list,clean,35,0.01082224192552615,6.436602789302205
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,0,0.0091523805248746,0.13498519642581774
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,1,0.006721713128066514,0.09601396608144738
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,2,0.013477438032020663,0.1861198153346777
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,3,0.016959589245447586,0.6560880231649376
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,4,0.006088556285925903,0.15925267217464226
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,5,0.003999518531071412,0.1425773474106262
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,6,0.004281006574760689,0.11835874749217616
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,7,0.000979091577857278,0.07299602398822128
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,8,0.003996268111053681,0.46816216877033545
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,9,0.0043938972819379946,0.4978952807222688
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,10,0.004861208943238612,0.8807983429625977
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,11,0.0018409175025353337,0.12976335794773214
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,12,0.0021351180560507835,0.10933621600270271
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,13,0.001873429983090826,0.11702614463865757
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,14,0.0046019553393667,0.3179290212344292
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,15,0.0020215156526023218,0.1291872886291077
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,16,0.0041153913547913,0.7047194672185321
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,17,0.008482101939207072,0.7369264911773593
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,18,0.010211336756731535,1.1434316818797312
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,19,0.01364729655256798,1.5072417685458825
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,20,0.017870772722025596,1.5883846885936206
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,21,0.050206809412947924,6.3908922755441
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,22,0.017032177279551707,2.2678883138091064
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,23,0.02757309194177736,5.1933506103449085
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,24,0.04758651091089083,10.642713100411171
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,25,0.02085810272716159,8.64493639524593
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,26,0.04016772318674728,14.068953270135923
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,27,0.03261995638265859,15.1079206369644
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,28,0.028428452500943526,13.554261124411294
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,29,0.05227756205686303,35.74789619445801
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,30,0.02932716646166735,31.968180889307067
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,31,0.06115862261503935,60.79873998775039
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,32,0.039192506133816966,85.0298662185669
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,33,0.06261789322245953,91.11492667087289
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,34,0.03568326413284901,78.35416820437409
unseen_confirmatory,person_in_list,full_intermediate_bottleneck,35,0.013435296741379209,7.425399200860844
unseen_confirmatory,person_in_list,early_5_7,0,0.0091523805248746,0.13498519642581774
unseen_confirmatory,person_in_list,early_5_7,1,0.006721713128066514,0.09601396608144738
unseen_confirmatory,person_in_list,early_5_7,2,0.013477438032020663,0.1861198153346777
unseen_confirmatory,person_in_list,early_5_7,3,0.016959589245447586,0.6560880231649376
unseen_confirmatory,person_in_list,early_5_7,4,0.006088556285925903,0.15925267217464226
unseen_confirmatory,person_in_list,early_5_7,5,0.003999518531071412,0.1425773474106262
unseen_confirmatory,person_in_list,early_5_7,6,0.004305825093598646,0.11903106958367103
unseen_confirmatory,person_in_list,early_5_7,7,0.0009734815258673544,0.07217556309648031
unseen_confirmatory,person_in_list,early_5_7,8,0.003939324688047257,0.4619160372503968
unseen_confirmatory,person_in_list,early_5_7,9,0.00425030647094773,0.4804890645278055
unseen_confirmatory,person_in_list,early_5_7,10,0.004736764912850895,0.8573527956424758
unseen_confirmatory,person_in_list,early_5_7,11,0.0017712691570036547,0.12402738834363083
unseen_confirmatory,person_in_list,early_5_7,12,0.002062159970803403,0.10531076286421266
unseen_confirmatory,person_in_list,early_5_7,13,0.0018382458839305612,0.11504937127925628
unseen_confirmatory,person_in_list,early_5_7,14,0.0045266671764101225,0.30907673033517463
unseen_confirmatory,person_in_list,early_5_7,15,0.0020251453442628993,0.12907131635692232
unseen_confirmatory,person_in_list,early_5_7,16,0.004037059578221551,0.6891974955797195
unseen_confirmatory,person_in_list,early_5_7,17,0.00814266802017512,0.7035053358521572
unseen_confirmatory,person_in_list,early_5_7,18,0.010176421557336526,1.1535302575590998
unseen_confirmatory,person_in_list,early_5_7,19,0.013608454694148413,1.4817724037309026
unseen_confirmatory,person_in_list,early_5_7,20,0.017382582682076583,1.515962821106578
unseen_confirmatory,person_in_list,early_5_7,21,0.055457923453041284,6.97320233805235
unseen_confirmatory,person_in_list,early_5_7,22,0.017780955317755077,2.408992260694504
unseen_confirmatory,person_in_list,early_5_7,23,0.033004773401676915,6.4984351729237755
unseen_confirmatory,person_in_list,early_5_7,24,0.055961746657483796,12.31943263009537
unseen_confirmatory,person_in_list,early_5_7,25,0.024219430289989293,10.190430940583695
unseen_confirmatory,person_in_list,early_5_7,26,0.04573778799453447,16.59207045754721
unseen_confirmatory,person_in_list,early_5_7,27,0.037717065324487035,18.04366465779238
unseen_confirmatory,person_in_list,early_5_7,28,0.03498679375665825,17.536181305730064
unseen_confirmatory,person_in_list,early_5_7,29,0.05857247491042281,40.30947093076484
unseen_confirmatory,person_in_list,early_5_7,30,0.03133265539830507,33.483767043712525
unseen_confirmatory,person_in_list,early_5_7,31,0.06610854199632656,65.28022668528003
unseen_confirmatory,person_in_list,early_5_7,32,0.041825397611530715,88.86719690367232
unseen_confirmatory,person_in_list,early_5_7,33,0.06720968366189059,95.47105727084848
unseen_confirmatory,person_in_list,early_5_7,34,0.037280371585904165,79.42995455098706
unseen_confirmatory,person_in_list,early_5_7,35,0.01376834126774135,7.596510587736618
unseen_confirmatory,person_in_list,middle_12_14,0,0.0091523805248746,0.13498519642581774
unseen_confirmatory,person_in_list,middle_12_14,1,0.006721713128066514,0.09601396608144738
unseen_confirmatory,person_in_list,middle_12_14,2,0.013477438032020663,0.1861198153346777
unseen_confirmatory,person_in_list,middle_12_14,3,0.016959589245447586,0.6560880231649376
unseen_confirmatory,person_in_list,middle_12_14,4,0.006088556285925903,0.15925267217464226
unseen_confirmatory,person_in_list,middle_12_14,5,0.003999518531071412,0.1425773474106262
unseen_confirmatory,person_in_list,middle_12_14,6,0.004281006574760689,0.11835874749217616
unseen_confirmatory,person_in_list,middle_12_14,7,0.000979091577857278,0.07299602398822128
unseen_confirmatory,person_in_list,middle_12_14,8,0.003996268111053681,0.46816216877033545
unseen_confirmatory,person_in_list,middle_12_14,9,0.0043938972819379946,0.4978952807222688
unseen_confirmatory,person_in_list,middle_12_14,10,0.004861208943238612,0.8807983429625977
unseen_confirmatory,person_in_list,middle_12_14,11,0.0018409175025353337,0.12976335794773214
unseen_confirmatory,person_in_list,middle_12_14,12,0.0021351180560507835,0.10933621600270271
unseen_confirmatory,person_in_list,middle_12_14,13,0.0018752427354758216,0.1172240532848031
unseen_confirmatory,person_in_list,middle_12_14,14,0.004591033601765196,0.31773128949625545
unseen_confirmatory,person_in_list,middle_12_14,15,0.002008016450671739,0.12872782029038252
unseen_confirmatory,person_in_list,middle_12_14,16,0.004001674414233326,0.6883728472992431
unseen_confirmatory,person_in_list,middle_12_14,17,0.007677629988012445,0.6671063435632129
unseen_confirmatory,person_in_list,middle_12_14,18,0.010229011299088597,1.1880580931901932
unseen_confirmatory,person_in_list,middle_12_14,19,0.013669348857907016,1.494973630059597
unseen_confirmatory,person_in_list,middle_12_14,20,0.017579569914486518,1.556682714889216
unseen_confirmatory,person_in_list,middle_12_14,21,0.05387408369718943,6.880393176577812
unseen_confirmatory,person_in_list,middle_12_14,22,0.017376923116010634,2.3461405322995295
unseen_confirmatory,person_in_list,middle_12_14,23,0.03164616339775019,6.457415067872335
unseen_confirmatory,person_in_list,middle_12_14,24,0.05576734788455935,12.740700325300526
unseen_confirmatory,person_in_list,middle_12_14,25,0.023500124512370244,10.399217336676841
unseen_confirmatory,person_in_list,middle_12_14,26,0.04795807610850695,18.235429120618242
unseen_confirmatory,person_in_list,middle_12_14,27,0.03866816615295965,18.31412146673646
unseen_confirmatory,person_in_list,middle_12_14,28,0.03644204060655347,18.356492419575535
unseen_confirmatory,person_in_list,middle_12_14,29,0.05797029789104018,40.00819942563079
unseen_confirmatory,person_in_list,middle_12_14,30,0.03108900800607232,33.00278717972512
unseen_confirmatory,person_in_list,middle_12_14,31,0.06424010869895302,63.42561198389807
unseen_confirmatory,person_in_list,middle_12_14,32,0.04072712641209364,87.33800295896309
unseen_confirmatory,person_in_list,middle_12_14,33,0.0656182941395876,94.1529926921046
unseen_confirmatory,person_in_list,middle_12_14,34,0.036101118932196564,76.66965588857961
unseen_confirmatory,person_in_list,middle_12_14,35,0.01338671147281867,7.178798925044925
